BHR,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
BHR,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
BHR,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
BHR,SII - Covishield,Covishield,Serum Institute of India
BHS,SII - Covishield,Covishield,Serum Institute of India
BHS,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
BIH,AstraZeneca - AZD1222,AZD1222,AstraZeneca
BIH,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
BIH,Sinovac - CoronaVac,Coronavac,Sinovac
BIH,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
BLR,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
BLR,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
BLZ,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
BLZ,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
BLZ,SII - Covishield,Covishield,Serum Institute of India
BMU,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
BMU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
BOL,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
BOL,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
BOL,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
BOL,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
BOL,SII - Covishield,Covishield,Serum Institute of India
BRA,SII - Covishield,Covishield,Serum Institute of India
BRA,Sinovac - CoronaVac,Coronavac,Sinovac
BRA,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
BRA,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
BRA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
BRB,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
BRB,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
BRB,SII - Covishield,Covishield,Serum Institute of India
BRN,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
BRN,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
BRN,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
BRN,Moderna - mRNA-1273,mRNA-1273,Moderna
BRN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
BTN,Moderna - mRNA-1273,mRNA-1273,Moderna
BTN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
BTN,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
BTN,SII - Covishield,Covishield,Serum Institute of India
BWA,SII - Covishield,Covishield,Serum Institute of India
BWA,Sinovac - CoronaVac,Coronavac,Sinovac
BWA,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
BWA,Moderna - mRNA-1273,mRNA-1273,Moderna
CAF,Bharat - Covaxin,Covaxin,Bharat Biotech
CAF,SII - Covishield,Covishield,Serum Institute of India
CAN,SII - Covishield,Covishield,Serum Institute of India
CAN,Moderna - mRNA-1273,mRNA-1273,Moderna
CAN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
CHE,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
CHE,Moderna - mRNA-1273,mRNA-1273,Moderna
CHL,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
CHL,CanSino - Ad5-nCOV,Ad5-nCOV,CanSino Biologicals
CHL,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
CHL,Sinovac - CoronaVac,Coronavac,Sinovac
CHN,Sinovac - CoronaVac,Coronavac,Sinovac
CHN,CanSino - Ad5-nCOV,Ad5-nCOV,CanSino Biologicals
CHN,Wuhan CNBG - Inactivated,Inactivated SARS-CoV-2 vaccine,Wuhan Institute of Biological Products (CNBG)
CHN,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
CHN,Anhui ZL - Recombinant,Recombinant SARS-CoV-2 vaccine,Anhui Zhifei Longcom Biopharmaceutical
CHN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
CIV,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
CIV,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
CIV,SII - Covishield,Covishield,Serum Institute of India
CMR,SII - Covishield,Covishield,Serum Institute of India
CMR,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
COD,SII - Covishield,Covishield,Serum Institute of India
COG,SII - Covishield,Covishield,Serum Institute of India
COG,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
COG,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
COG,Moderna - mRNA-1273,mRNA-1273,Moderna
COK,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
COL,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
COL,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
COL,Moderna - mRNA-1273,mRNA-1273,Moderna
COL,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
COL,Sinovac - CoronaVac,Coronavac,Sinovac
COM,SII - Covishield,Covishield,Serum Institute of India
COM,Bharat - Covaxin,Covaxin,Bharat Biotech
COM,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
CPV,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
CPV,SII - Covishield,Covishield,Serum Institute of India
CRI,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
CRI,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
CUB,Abdala,,
CUB,Soberana02,,
CUW,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
CUW,Moderna - mRNA-1273,mRNA-1273,Moderna
CUW,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
CYM,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
CYP,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
CYP,Moderna - mRNA-1273,mRNA-1273,Moderna
CYP,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
CYP,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
CZE,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
CZE,Moderna - mRNA-1273,mRNA-1273,Moderna
CZE,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
CZE,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
DEU,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
DEU,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
DEU,Moderna - mRNA-1273,mRNA-1273,Moderna
DEU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
DJI,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
DJI,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
DJI,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
DJI,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
DJI,Sinovac - CoronaVac,Coronavac,Sinovac
DJI,SII - Covishield,Covishield,Serum Institute of India
DMA,SII - Covishield,Covishield,Serum Institute of India
DMA,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
DMA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
DNK,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
DNK,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
DNK,Moderna - mRNA-1273,mRNA-1273,Moderna
DNK,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
DOM,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
DOM,Sinovac - CoronaVac,Coronavac,Sinovac
DOM,SII - Covishield,Covishield,Serum Institute of India
DZA,SII - Covishield,Covishield,Serum Institute of India
DZA,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
DZA,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
ECU,CanSino - Ad5-nCOV,Ad5-nCOV,CanSino Biologicals
ECU,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
ECU,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
ECU,Sinovac - CoronaVac,Coronavac,Sinovac
EGY,Sinovac - CoronaVac,Coronavac,Sinovac
EGY,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
EGY,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
EGY,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
EGY,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
EGY,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
ESP,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
ESP,Moderna - mRNA-1273,mRNA-1273,Moderna
ESP,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
ESP,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
EST,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
EST,Moderna - mRNA-1273,mRNA-1273,Moderna
EST,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
EST,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
ETH,Bharat - Covaxin,Covaxin,Bharat Biotech
ETH,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
ETH,SII - Covishield,Covishield,Serum Institute of India
FIN,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
FIN,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
FIN,Moderna - mRNA-1273,mRNA-1273,Moderna
FIN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
FJI,Moderna - mRNA-1273,mRNA-1273,Moderna
FJI,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
FJI,SII - Covishield,Covishield,Serum Institute of India
FLK,AstraZeneca - AZD1222,AZD1222,AstraZeneca
FRA,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
FRA,Moderna - mRNA-1273,mRNA-1273,Moderna
FRA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
FRA,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
FRO,Moderna - mRNA-1273,mRNA-1273,Moderna
FRO,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
FSM,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
FSM,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
FSM,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
FSM,Moderna - mRNA-1273,mRNA-1273,Moderna
GAB,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
GBR,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
GBR,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
GBR,Moderna - mRNA-1273,mRNA-1273,Moderna
GEO,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
GEO,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
GEO,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
GEO,Sinovac - CoronaVac,Coronavac,Sinovac
GGY,Moderna - mRNA-1273,mRNA-1273,Moderna
GGY,AstraZeneca - AZD1222,AZD1222,AstraZeneca
GGY,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
GHA,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
GHA,SII - Covishield,Covishield,Serum Institute of India
GIB,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
GIN,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
GIN,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
GIN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
GIN,SII - Covishield,Covishield,Serum Institute of India
GIN,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
GIN,Sinovac - CoronaVac,Coronavac,Sinovac
GLP,Moderna - mRNA-1273,mRNA-1273,Moderna
GLP,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
GLP,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
GMB,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
GMB,SII - Covishield,Covishield,Serum Institute of India
GNB,SII - Covishield,Covishield,Serum Institute of India
GNB,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
GNQ,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
GNQ,Sinovac - CoronaVac,Coronavac,Sinovac
GRC,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
GRC,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
GRC,Moderna - mRNA-1273,mRNA-1273,Moderna
GRC,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
GRD,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
GRD,SII - Covishield,Covishield,Serum Institute of India
GRL,Moderna - mRNA-1273,mRNA-1273,Moderna
GTM,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
GTM,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
GTM,Moderna - mRNA-1273,mRNA-1273,Moderna
GTM,SII - Covishield,Covishield,Serum Institute of India
GUM,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
GUM,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
GUM,Moderna - mRNA-1273,mRNA-1273,Moderna
GUY,Moderna - mRNA-1273,mRNA-1273,Moderna
GUY,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
GUY,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
GUY,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
GUY,SII - Covishield,Covishield,Serum Institute of India
HND,SII - Covishield,Covishield,Serum Institute of India
HND,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
HND,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
HND,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
HND,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
HND,Moderna - mRNA-1273,mRNA-1273,Moderna
HRV,Moderna - mRNA-1273,mRNA-1273,Moderna
HRV,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
HRV,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
HRV,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
HTI,Moderna - mRNA-1273,mRNA-1273,Moderna
HTI,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
HUN,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
HUN,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
HUN,Moderna - mRNA-1273,mRNA-1273,Moderna
HUN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
HUN,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
HUN,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
HUN,Sinovac - CoronaVac,Coronavac,Sinovac
IDN,Sinovac - CoronaVac,Coronavac,Sinovac
IDN,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
IDN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
IDN,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
IDN,Moderna - mRNA-1273,mRNA-1273,Moderna
IMN,AstraZeneca - AZD1222,AZD1222,AstraZeneca
IMN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
IND,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
IND,Moderna - mRNA-1273,mRNA-1273,Moderna
IND,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
IND,Bharat - Covaxin,Covaxin,Bharat Biotech
IND,SII - Covishield,Covishield,Serum Institute of India
IRL,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
IRL,Moderna - mRNA-1273,mRNA-1273,Moderna
IRL,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
IRL,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
IRN,Bharat - Covaxin,Covaxin,Bharat Biotech
IRN,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
IRN,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
IRN,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
IRQ,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
IRQ,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
IRQ,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
IRQ,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
ISL,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
ISL,Moderna - mRNA-1273,mRNA-1273,Moderna
ISL,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
ISL,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
ISR,Moderna - mRNA-1273,mRNA-1273,Moderna
ISR,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
ITA,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
ITA,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
ITA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
ITA,Moderna - mRNA-1273,mRNA-1273,Moderna
JAM,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
JAM,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
JAM,SII - Covishield,Covishield,Serum Institute of India
JEY,Moderna - mRNA-1273,mRNA-1273,Moderna
JEY,AstraZeneca - AZD1222,AZD1222,AstraZeneca
JEY,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
JOR,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
JOR,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
JOR,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
JOR,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
JOR,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
JOR,Moderna - mRNA-1273,mRNA-1273,Moderna
JPN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
JPN,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
JPN,Moderna - mRNA-1273,mRNA-1273,Moderna
JPN,Novavax - Covavax,Covavax,Novavax
KAZ,Sinovac - CoronaVac,Coronavac,Sinovac
KAZ,RIBSP - QazCovid,QazCovid-in,Research Institute for Biological Safety Problems
KAZ,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
KAZ,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
KEN,SII - Covishield,Covishield,Serum Institute of India
KGZ,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
KGZ,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
KHM,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
KHM,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
KHM,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
KHM,SII - Covishield,Covishield,Serum Institute of India
KHM,Sinovac - CoronaVac,Coronavac,Sinovac
KIR,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
KNA,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
KNA,SII - Covishield,Covishield,Serum Institute of India
KOR,Novavax - Covavax,Covavax,Novavax
KOR,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
KOR,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
KOR,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
KOR,Moderna - mRNA-1273,mRNA-1273,Moderna
KWT,Moderna - mRNA-1273,mRNA-1273,Moderna
KWT,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
KWT,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
KWT,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
KWT,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
LAO,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
LAO,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
LAO,AstraZeneca - Vaxzevria,Vaxzevria,AstraZeneca
LAO,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
LAO,Janssen - Ad26.COV 2.5,Ad26.COV 2.5,Janssen Pharmaceuticals
LAO,Sinovac - CoronaVac,Coronavac,Sinovac
LAO,SII - Covishield,Covishield,Serum Institute of India
LBN,Pfizer BioNTech - Comirnaty,Comirnaty,Pfizer BioNTech
LBN,Gamaleya - Sputnik V,Sputnik V,Gamaleya Research Institute
LBN,Beijing CNBG - BBIBP-CorV,BBIBP-CorV,Beijing Bio-Institute Biological Products (CNBG)
